Stage alignment:[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9], [10], [11]].
Total Constraints within Device:69336, Redundant Constraints:1296.
Gurobi Solver Solving...
Result Found Cost: 575.00.
MinExeTime:1682.0.
f_31_10,1174.0.
b_31_10,1294.0.
w_31_10,1496.0.
f_32_10,1212.0.
b_32_10,1332.0.
w_32_10,1502.0.
f_33_10,1244.0.
b_33_10,1352.0.
w_33_10,1508.0.
f_34_10,1256.0.
b_34_10,1378.0.
w_34_10,1514.0.
f_35_10,1314.0.
b_35_10,1398.0.
w_35_10,1676.0.
f_0_11,143.0.
b_0_11,167.0.
w_0_11,199.0.
f_1_11,155.0.
b_1_11,217.0.
w_1_11,337.0.
f_2_11,187.0.
b_2_11,249.0.
w_2_11,355.0.
f_3_11,205.0.
b_3_11,317.0.
w_3_11,533.0.
f_4_11,237.0.
b_4_11,373.0.
w_4_11,551.0.
f_5_11,269.0.
b_5_11,393.0.
w_5_11,589.0.
f_6_11,281.0.
b_6_11,413.0.
w_6_11,607.0.
f_7_11,293.0.
b_7_11,469.0.
w_7_11,721.0.
f_8_11,305.0.
b_8_11,501.0.
w_8_11,899.0.
f_9_11,343.0.
b_9_11,569.0.
w_9_11,905.0.
f_10_11,361.0.
b_10_11,613.0.
w_10_11,911.0.
f_11_11,433.0.
b_11_11,657.0.
w_11_11,957.0.
f_12_11,445.0.
b_12_11,689.0.
w_12_11,1155.0.
f_13_11,457.0.
b_13_11,739.0.
w_13_11,1173.0.
f_14_11,489.0.
b_14_11,759.0.
w_14_11,1199.0.
f_15_11,521.0.
b_15_11,779.0.
w_15_11,1237.0.
f_16_11,539.0.
b_16_11,799.0.
w_16_11,1255.0.
f_17_11,557.0.
b_17_11,819.0.
w_17_11,1397.0.
f_18_11,595.0.
b_18_11,839.0.
w_18_11,1403.0.
f_19_11,633.0.
b_19_11,859.0.
w_19_11,1409.0.
f_20_11,645.0.
b_20_11,879.0.
w_20_11,1415.0.
f_21_11,677.0.
b_21_11,917.0.
w_21_11,1421.0.
f_22_11,709.0.
b_22_11,937.0.
w_22_11,1427.0.
f_23_11,727.0.
b_23_11,975.0.
w_23_11,1433.0.
f_24_11,963.0.
b_24_11,1007.0.
w_24_11,1439.0.
f_25_11,995.0.
b_25_11,1039.0.
w_25_11,1445.0.
f_26_11,1027.0.
b_26_11,1071.0.
w_26_11,1451.0.
f_27_11,1059.0.
b_27_11,1103.0.
w_27_11,1457.0.
f_28_11,1091.0.
b_28_11,1135.0.
w_28_11,1463.0.
f_29_11,1123.0.
b_29_11,1179.0.
w_29_11,1469.0.
f_30_11,1161.0.
b_30_11,1217.0.
w_30_11,1475.0.
f_31_11,1205.0.
b_31_11,1273.0.
w_31_11,1481.0.
f_32_11,1243.0.
b_32_11,1305.0.
w_32_11,1487.0.
f_33_11,1261.0.
b_33_11,1325.0.
w_33_11,1493.0.
f_34_11,1293.0.
b_34_11,1357.0.
w_34_11,1499.0.
f_35_11,1345.0.
b_35_11,1377.0.
w_35_11,1676.0.
MinExeTime:1682.0.
