f_0_0,0.0,25.0
b_0_0,306.999999999999,346.999999999999
w_0_0,681.0,697.0
f_1_0,25.0,50.0
b_1_0,394.9999999999936,434.9999999999936
w_1_0,697.0,713.0
f_2_0,50.0,75.0
b_2_0,515.9999999999771,555.9999999999771
w_2_0,713.0000000000128,729.0000000000128
f_3_0,75.0,100.0
b_3_0,556.0,596.0
w_3_0,809.0000000000059,825.0000000000059
f_4_0,100.0,125.0
b_4_0,641.0,681.0
w_4_0,825.0000000000032,841.0000000000032
f_5_0,125.0,150.0
b_5_0,729.0000000000128,769.0000000000128
w_5_0,841.0,857.0
f_6_0,150.0,175.0
b_6_0,769.0000000000102,809.0000000000102
w_6_0,856.9999999999964,872.9999999999964
f_7_0,434.9999999999936,459.9999999999936
b_7_0,872.9999999070008,912.9999999070008
w_7_0,912.9999999069987,928.9999999069987
f_0_1,25.0,49.0
b_0_1,266.999999999999,306.999999999999
w_0_1,339.0,355.0
f_1_1,52.0,76.0
b_1_1,354.9999999999948,394.9999999999948
w_1_1,483.9999999999847,499.9999999999847
f_2_1,77.0,101.0
b_2_1,409.99999999999386,449.99999999999386
w_2_1,499.999999999982,515.999999999982
f_3_1,101.0,125.0
b_3_1,516.0,556.0
w_3_1,641.9999999070155,657.9999999070155
f_4_1,125.0,149.0
b_4_1,586.9999999070164,626.9999999070164
w_4_1,657.9999999070155,673.9999999070155
f_5_1,150.0,174.0
b_5_1,673.9999999070155,713.9999999070155
w_5_1,769.0000000000128,785.0000000000128
f_6_1,175.0,199.0
b_6_1,729.0000000000128,769.0000000000128
w_6_1,896.9999999069987,912.9999999069987
f_7_1,459.9999999999886,483.9999999999886
b_7_1,816.9999999999942,856.9999999999942
w_7_1,912.9999999069987,928.9999999069987
f_0_2,49.0,73.0
b_0_2,226.9999999999995,266.9999999999995
w_0_2,409.99999999999386,425.99999999999386
f_1_2,77.0,101.0
b_1_2,314.9999999999963,354.9999999999963
w_1_2,516.0,532.0
f_2_2,101.0,125.0
b_2_2,369.9999999999952,409.9999999999952
w_2_2,729.0000000000143,745.0000000000143
f_3_2,125.0,149.0
b_3_2,476.0,516.0
w_3_2,745.0000000000143,761.0000000000143
f_4_2,149.0,173.0
b_4_2,546.9999999070164,586.9999999070164
w_4_2,761.0000000000143,777.0000000000143
f_5_2,174.0,198.0
b_5_2,633.9999999070155,673.9999999070155
w_5_2,832.9999999070026,848.9999999070026
f_6_2,199.0,223.0
b_6_2,689.0000000000143,729.0000000000143
w_6_2,848.9999999070026,864.9999999070026
f_7_2,586.9999999070164,610.9999999070164
b_7_2,777.0000000000143,817.0000000000143
w_7_2,912.9999999069987,928.9999999069987
f_0_3,73.0,106.0
b_0_3,172.0,227.0
w_0_3,776.9999999069987,795.9999999069987
f_1_3,106.0,139.0
b_1_3,259.9999999999977,314.9999999999977
w_1_3,795.9999999069987,814.9999999069987
f_2_3,139.0,172.0
b_2_3,314.9999999999966,369.9999999999966
w_2_3,814.9999999069987,833.9999999069987
f_3_3,226.99999999999892,259.9999999999989
b_3_3,403.0,458.0
w_3_3,833.9999999069987,852.9999999069987
f_4_3,369.9999999999957,402.9999999999957
b_4_3,490.99999990701554,545.9999999070155
w_4_3,852.9999999069987,871.9999999069987
f_5_3,457.99999990701656,490.99999990701656
b_5_3,578.9999999070124,633.9999999070124
w_5_3,871.9999999069987,890.9999999069987
f_6_3,545.9999999070143,578.9999999070143
b_6_3,633.9999999069987,688.9999999069987
w_6_3,890.9999999069987,909.9999999069987
f_7_3,688.9999999069987,721.9999999069987
b_7_3,721.9999999069987,776.9999999069987
w_7_3,909.9999999069987,928.9999999069987
f_0_0,0.0,25.0
b_0_0,306.999999999999,346.999999999999
w_0_0,681.0,697.0
f_1_0,25.0,50.0
b_1_0,394.9999999999936,434.9999999999936
w_1_0,697.0,713.0
f_2_0,50.0,75.0
b_2_0,515.9999999999771,555.9999999999771
w_2_0,713.0000000000128,729.0000000000128
f_3_0,75.0,100.0
b_3_0,556.0,596.0
w_3_0,809.0000000000059,825.0000000000059
f_4_0,100.0,125.0
b_4_0,641.0,681.0
w_4_0,825.0000000000032,841.0000000000032
f_5_0,125.0,150.0
b_5_0,729.0000000000128,769.0000000000128
w_5_0,841.0,857.0
f_6_0,150.0,175.0
b_6_0,769.0000000000102,809.0000000000102
w_6_0,856.9999999999964,872.9999999999964
f_7_0,434.9999999999936,459.9999999999936
b_7_0,872.9999999070008,912.9999999070008
w_7_0,912.9999999069987,928.9999999069987
f_0_1,25.0,49.0
b_0_1,266.999999999999,306.999999999999
w_0_1,339.0,355.0
f_1_1,52.0,76.0
b_1_1,354.9999999999948,394.9999999999948
w_1_1,483.9999999999847,499.9999999999847
f_2_1,77.0,101.0
b_2_1,409.99999999999386,449.99999999999386
w_2_1,499.999999999982,515.999999999982
f_3_1,101.0,125.0
b_3_1,516.0,556.0
w_3_1,641.9999999070155,657.9999999070155
f_4_1,125.0,149.0
b_4_1,586.9999999070164,626.9999999070164
w_4_1,657.9999999070155,673.9999999070155
f_5_1,150.0,174.0
b_5_1,673.9999999070155,713.9999999070155
w_5_1,769.0000000000128,785.0000000000128
f_6_1,175.0,199.0
b_6_1,729.0000000000128,769.0000000000128
w_6_1,896.9999999069987,912.9999999069987
f_7_1,459.9999999999886,483.9999999999886
b_7_1,816.9999999999942,856.9999999999942
w_7_1,912.9999999069987,928.9999999069987
f_0_2,49.0,73.0
b_0_2,226.9999999999995,266.9999999999995
w_0_2,409.99999999999386,425.99999999999386
f_1_2,77.0,101.0
b_1_2,314.9999999999963,354.9999999999963
w_1_2,516.0,532.0
f_2_2,101.0,125.0
b_2_2,369.9999999999952,409.9999999999952
w_2_2,729.0000000000143,745.0000000000143
f_3_2,125.0,149.0
b_3_2,476.0,516.0
w_3_2,745.0000000000143,761.0000000000143
f_4_2,149.0,173.0
b_4_2,546.9999999070164,586.9999999070164
w_4_2,761.0000000000143,777.0000000000143
f_5_2,174.0,198.0
b_5_2,633.9999999070155,673.9999999070155
w_5_2,832.9999999070026,848.9999999070026
f_6_2,199.0,223.0
b_6_2,689.0000000000143,729.0000000000143
w_6_2,848.9999999070026,864.9999999070026
f_7_2,586.9999999070164,610.9999999070164
b_7_2,777.0000000000143,817.0000000000143
w_7_2,912.9999999069987,928.9999999069987
f_0_3,73.0,106.0
b_0_3,172.0,227.0
w_0_3,776.9999999069987,795.9999999069987
f_1_3,106.0,139.0
b_1_3,259.9999999999977,314.9999999999977
w_1_3,795.9999999069987,814.9999999069987
f_2_3,139.0,172.0
b_2_3,314.9999999999966,369.9999999999966
w_2_3,814.9999999069987,833.9999999069987
f_3_3,226.99999999999892,259.9999999999989
b_3_3,403.0,458.0
w_3_3,833.9999999069987,852.9999999069987
f_4_3,369.9999999999957,402.9999999999957
b_4_3,490.99999990701554,545.9999999070155
w_4_3,852.9999999069987,871.9999999069987
f_5_3,457.99999990701656,490.99999990701656
b_5_3,578.9999999070124,633.9999999070124
w_5_3,871.9999999069987,890.9999999069987
f_6_3,545.9999999070143,578.9999999070143
b_6_3,633.9999999069987,688.9999999069987
w_6_3,890.9999999069987,909.9999999069987
f_7_3,688.9999999069987,721.9999999069987
b_7_3,721.9999999069987,776.9999999069987
w_7_3,909.9999999069987,928.9999999069987
f_0_0,0.0,25.0
b_0_0,960.9999999998041,1000.9999999998041
w_0_0,1040.999999999804,1056.999999999804
